Unnamed: 0,tweets,time,language,translated_tweets
838,"Ce n'est pas la même chose, dans le cas que vous citez, une disposition cantonale violait le droit fédéral.",2020-01-15 04:41:17+00:00,"((0, 110, 'FRENCH', 'fr'),)","[{'translation_text': 'This is not the same, in the case you are quoting, a cantonal provision violated federal law.'}]"
839,"Voilà ce qu'il se passe quand le GCVD obtient enfin une hausse d'impôt...un grand mic mac de notre grand argentier (de droite?) fait que la majorité des vaudois payent plus d'impôts...Vous avez dit démocratie?
vachealait",2020-01-14 19:01:22+00:00,"((0, 225, 'FRENCH', 'fr'),)","[{'translation_text': ""That's what happens when the GCVD finally gets a tax increase...a big mic mac of our great silversmith (right?) makes the majority of voodoo people pay more taxes... you said democracy? cowl was""}]"
840,"Une communication positive et innovante...et un comportement qui va avec, on y croit!!!",2020-01-06 17:08:08+00:00,"((0, 87, 'Unknown', 'un'),)",NA
841,1 semaine sur 9 ça c'est de la liberté d'organisation!!!??? Ou comment rester dans un bon vieux système...congeparental mais surtout pas trop!,2020-01-06 16:59:45+00:00,"((0, 145, 'FRENCH', 'fr'),)",[{'translation_text': 'One week out of 9 is freedom of organization!!!??? Or how to stay in a good old system...parental but not too much!'}]
842,"Aussi fort que dire d'un groupe de personnes qu'ils n'ont pas de valeurs, le poids des mots, le poids de l'écrit, le poids du message...",2020-01-05 16:30:58+00:00,"((0, 137, 'FRENCH', 'fr'),)","[{'translation_text': 'As strong as saying of a group of people that they have no values, the weight of words, the weight of writing, the weight of the message...'}]"
843,"Je ne fait que citer vos propos: 
""Ils (les vert'libéraux) ont un prisme uniquement technique, pas de valeurs.""
Je prends volontiers un cours sous forme d'explication de texte!",2020-01-05 16:11:59+00:00,"((0, 177, 'FRENCH', 'fr'),)","[{'translation_text': 'I\'m just quoting your remarks: ""They (the liberal greens) have a purely technical prism, no values."" I am happy to take a course in the form of an explanation of text!'}]"
844,Intéressant de voir que quand on ne partage pas certaines valeurs de M.  on en a pas...voilà un prisme pour le moins dictatorial!,2020-01-05 15:33:08+00:00,"((0, 131, 'FRENCH', 'fr'),)","[{'translation_text': ""Interesting to see that when you don't share some of Mr's values, you don't have one... here's a dictative prism to say the least!""}]"
845,Certains membre du GCVD voulaient un budget climatiquement ambitieux...difficile de bouger les fronts. Mais le vote final du budget est un avertissement pour le Conseil d'État...,2019-12-17 17:57:13+00:00,"((0, 179, 'FRENCH', 'fr'),)",[{'translation_text': 'Some members of the GCVD wanted a climate-ambitious budget... difficult to move the fronts. But the final vote on the budget is a warning to the Council of State...'}]
846,Argl...que dire?,2019-12-13 05:30:54+00:00,"((0, 16, 'Unknown', 'un'),)",NA
847,"C'est parti pour la Commission de la Politique de la Sécurité, et première séance lundi! ParlCH",2019-12-13 05:29:48+00:00,"((0, 99, 'FRENCH', 'fr'),)","[{'translation_text': 'Here we go for the Security Policy Commission, and first sitting on Monday! ParlCH'}]"
848,Heu...vert'libéraux (pas d'accord avant l'apostrophe...vert'libérale...etc...),2019-12-10 15:49:05+00:00,"((0, 80, 'FRENCH', 'fr'),)","[{'translation_text': ""Uh...vert'liberals (no deal before the apostrophe...vert'liberale...etc...)""}]"
849,"Cela s'est joué à une voix et je dois avouer que certains votes m'ont déçu!
ParlCH",2019-12-08 13:26:06+00:00,"((0, 86, 'FRENCH', 'fr'),)",[{'translation_text': 'It was played with a voice and I must admit that some votes have disappointed me! ParlCH'}]
850,Réveillez-vous les  les trains de nuit c'est aussi en direction du sud!,2019-12-06 06:31:26+00:00,"((0, 72, 'FRENCH', 'fr'),)","[{'translation_text': ""Wake up the night trains it's also heading south!""}]"
851,Bravo  à la jeunesse! GCVD,2019-12-03 13:15:57+00:00,"((0, 27, 'Unknown', 'un'),)",NA
852,"Dommage, le débat va rester terriblement émotionnel! 5G",2019-11-29 06:46:32+00:00,"((0, 57, 'Unknown', 'un'),)",NA
853,Quand le peuple dit oui et que les opposants promettent de gagner par voie judiciaire...on appelle cela comment?,2019-11-25 06:31:40+00:00,"((0, 112, 'FRENCH', 'fr'),)",[{'translation_text': 'When the people say yes and the opponents promise to win by judicial means... what is it called?'}]
855,"Quand le Conseiller d'Etat traite de révisionniste une députée qui n'est pas d'accord avec lui, on touche le fond...GCVD PascalBroulis",2019-11-12 10:27:53+00:00,"((0, 137, 'FRENCH', 'fr'),)","[{'translation_text': 'When the State Councillor talks about a revisionist woman who does not agree with him, we touch the background...GCVD PascalBroulis'}]"
857,"Je n'étais pas à la dvglpch et j'en suis désolé. Mais occupé à une autre activité qui me tient à cœur, l'université rotarienne. Je suis en effet président élu de mon club rotary D1990 veveymontreuxriviera",2019-11-09 20:54:18+00:00,"((0, 216, 'FRENCH', 'fr'),)","[{'translation_text': ""I wasn't at the dvglpch and I'm sorry, but I'm busy with another activity that I care about, the Rotarian University. I'm indeed elected president of my club rotary D1990 veveymontreuxriviera""}]"
858,Les vert'lib romands montent à Bern.,2019-11-09 11:14:31+00:00,"((0, 37, 'Unknown', 'un'),)",NA
861,Merci aux vaudoises et vaudois pour votre confiance. Bravo à tous pour votre engagement lors de cette campagne extraordinaire. Merci au  sans vous  il n'y aurait pas deux vert'lib vaudois à Bern EF2019 ecologiequifaitenvie aucoeurdeleurope,2019-10-21 05:20:51+00:00,"((0, 241, 'FRENCH', 'fr'),)",[{'translation_text': 'Thank you to the Vaudese and Vaudois for your trust. Congratulations to all for your commitment during this extraordinary campaign. Thank you without you there would not be two Vaudian greens in Bern EF2019 ecologiequifait envie aucoeurdeleurope'}]
863,Le diesel qui tourne durant 5min avant le départ.. pas top top..,2019-10-18 14:17:55+00:00,"((0, 65, 'FRENCH', 'fr'),)",[{'translation_text': 'The diesel that runs for 5 minutes before the start.. not top top..'}]
864,"Des jeunes qui en veulent, votez et faites voter.  ecologiequifaitenvie aucoeurdeleurope",2019-10-16 04:55:18+00:00,"((0, 88, 'FRENCH', 'fr'),)","[{'translation_text': 'Young people who want them, vote and have them vote.'}]"
866,Une démonstration de dynamisme de l'entrepreneuriat respectueux...ecologiequifaitenvie,2019-10-10 19:07:08+00:00,"((0, 87, 'Unknown', 'un'),)",NA
867,"C'est bien de mettre des femmes sur les listes, mais elles sont où quand il s'agit d'être visible?",2019-10-10 14:56:47+00:00,"((0, 100, 'FRENCH', 'fr'),)","[{'translation_text': ""It's good to put women on the lists, but where are they when it comes to being visible?""}]"
868,"Cela doit être clair, sans accord cadre nous allons vers des difficultés inextricables...aucoeurdeleurope EF2019",2019-10-10 07:43:30+00:00,"((0, 114, 'FRENCH', 'fr'),)","[{'translation_text': 'This must be clear, without framework agreement we are going towards inextricable difficulties...to the heart of their own EF2019'}]"
869,Ce n'est pas en balançant des chiffres faux qu'on obtient une réponse juste! EF2019,2019-10-10 07:42:17+00:00,"((0, 85, 'FRENCH', 'fr'),)","[{'translation_text': ""It's not by swinging false numbers that you get a correct answer! EF2019""}]"
870,Pfff..,2019-10-10 04:46:38+00:00,"((0, 6, 'Unknown', 'un'),)",NA
872,On peut être  et empêcheurs de poser des panneaux solaires...,2019-10-08 15:17:58+00:00,"((0, 63, 'FRENCH', 'fr'),)","[{'translation_text': ""We can be and can't put up solar panels...""}]"
873,Moi aussi...ecologiequifaitenvie,2019-10-08 14:58:26+00:00,"((0, 32, 'Unknown', 'un'),)",NA
874,Par contre les deux absents du groupe vert qui sont arrivés trop tard pour voter ont fait couler votre position...c'est vous qui avait perdu tout seul!,2019-10-08 14:09:48+00:00,"((0, 152, 'FRENCH', 'fr'),)","[{'translation_text': 'On the other hand, the two absent members of the Green Group who arrived too late to vote made your position sink... it was you who had lost on your own!'}]"
875,Personnellement je n'ai jamais retourné ma veste...,2019-10-08 14:04:43+00:00,"((0, 52, 'FRENCH', 'fr'),)","[{'translation_text': ""Personally, I've never returned my jacket...""}]"
876,"C'est drôle cette guéguerre pour savoir ce qu'est la classe moyenne, la définition est données par l'OFS et est très précise...alors personne n'a le droit d'affirmer que c'est mal défini! EF2019 soyonsprecisdiantre unedefinitionestunedefinition",2019-10-08 04:37:48+00:00,"((0, 251, 'FRENCH', 'fr'),)","[{'translation_text': ""It's funny to know what the middle class is, the definition is given by the OFS and is very precise... then no one has the right to say that it's poorly defined! EF2019 Let'sprecisdiantre unedefinition estunedefinition""}]"
877,aucoeurdeleurope,2019-10-07 13:38:19+00:00,"((0, 16, 'Unknown', 'un'),)",NA
878,Non cela fait un moment que je vois venir...,2019-10-07 05:40:21+00:00,"((0, 44, 'Unknown', 'un'),)",NA
879,C'est plus facile de faire voter le peuple zéro carbone que le groupe  au CN EF2019...,2019-10-06 16:39:36+00:00,"((0, 87, 'FRENCH', 'fr'),)","[{'translation_text': ""It's easier to make the zero carbon people vote than the group at CN EF2019...""}]"
880,Voilà...nous nous sommes battu pour une baisse d'impôt et un micmac broulissien abouti globalement à une hausse. Le Grand Conseil s'est fait avoir GCVD,2019-10-05 15:51:01+00:00,"((0, 154, 'FRENCH', 'fr'),)","[{'translation_text': ""That's... we fought for a tax cut and a broulissisian micmac that resulted in an overall increase. The Grand Council got GCVD""}]"
881,"EF2019, le  vous propose des baisses de primes sponsorisés par  je n'ai pas pu m'empêcher!",2019-10-05 06:28:12+00:00,"((0, 92, 'FRENCH', 'fr'),)","[{'translation_text': ""EF2019, the offer of premium reductions sponsored by I couldn't help but!""}]"
883,Il est surtout important d'être certain que ce type d'arrangements n'est plus d'actualité!,2019-10-03 17:03:24+00:00,"((0, 92, 'FRENCH', 'fr'),)",[{'translation_text': 'It is especially important to be sure that this type of arrangement is no longer relevant!'}]
888,veulent mettre la BNS sous contrôle...et l'asservir au politique! Joli crash en perspective!,2019-10-01 17:23:00+00:00,"((0, 93, 'FRENCH', 'fr'),)",[{'translation_text': 'want to put the BNS under control...and enslave it to politics! Nice crash in perspective!'}]
889,"GCVD, nos ""amis""  ont de la peine à voter contre l'avis de la présidente du Conseil d'Etat...Une loi sur les cadeaux au Conseil d'Etat, non...la même chose pour le Grand Conseil oui! Juste quelques abstentions suffisent, histoire de sauver la face!",2019-10-01 13:44:04+00:00,"((0, 251, 'FRENCH', 'fr'),)","[{'translation_text': 'GCVD, our ""friends"" find it hard to vote against the opinion of the President of the Council of State...A law on gifts to the Council of State, no... the same thing for the Grand Council yes! Just a few abstentions are enough, history to save face!'}]"
890,"GCVD, merci au Conseil d'Etat d'avoir prévu une proposition cyclable à cet EMPD Cugy-Bottens...nous sommes dans la bonne direction!",2019-10-01 12:36:25+00:00,"((0, 133, 'FRENCH', 'fr'),)","[{'translation_text': 'GCVD, thank you to the Council of State for planning a bike proposal to this EMPD Cugy-Bottens... we are in the right direction!'}]"
891,"Smartvote, question 7.3:

Les entreprises suisses devraient-elles être mieux être protégées du risque de rachat par des investisseurs étrangers...
Pourquoi il ne faut pas restreindre les investissements étrangers, la réponse en vidéo! EF2019",2019-09-30 19:26:55+00:00,"((0, 249, 'FRENCH', 'fr'),)","[{'translation_text': ""Smartvote, question 7.3: Should Swiss companies be better protected from buyback risk by foreign investors... Why don't we restrict foreign investment, the video response! EF2019""}]"
892,Et les  ? Il me semble qu'ils sont plutôt actifs pour le mariage civil pour tous?,2019-09-30 19:07:07+00:00,"((0, 82, 'FRENCH', 'fr'),)","[{'translation_text': ""What about them? I think they're pretty active for civil marriage for all?""}]"
893,Je me sens moins seul!,2019-09-30 18:34:04+00:00,"((0, 22, 'Unknown', 'un'),)",NA
894,Bon en même temps ce bulletin doit être considéré comme nulle,2019-09-29 18:57:33+00:00,"((0, 65, 'FRENCH', 'fr'),)",[{'translation_text': 'Good at the same time this bulletin must be considered null and void'}]
895,Nos jeunes arrivent avec des propositions concrètes ecologiequifaitenvie placealajeunesse,2019-09-24 18:32:28+00:00,"((0, 90, 'FRENCH', 'fr'),)",[{'translation_text': 'Our young people arrive with concrete proposals ecology that makes envy placealayouth'}]
897,"GCVD, mouvement d'humeur pour les aménagements cyclables sur un EMPD de la DGMR, la mèche a été allumée par notre collègue Aurélien Clerc!",2019-09-24 08:12:11+00:00,"((0, 145, 'FRENCH', 'fr'),)","[{'translation_text': 'GCVD, mood movement for cycling arrangements on a DGMR EMPD, the wick was lit by our colleague Aurélien Clerc!'}]"
898,c'est quand que le train à composition réduite cesseront sur la ligne du Valais?,2019-09-23 04:26:14+00:00,"((0, 82, 'FRENCH', 'fr'),)",[{'translation_text': 'When will the reduced-composition train stop on the Valais line?'}]
