,tweets,time,language,translated_tweets
741,Also da würde ich mich an Ihrer Stelle besser wappnen!,2021-04-04 20:17:59+00:00,"((0, 55, 'GERMAN', 'de'),)",So I'd be better off if I were you!
742,Das Chaos haben unsere beiden halben Bundesräte angerichtet ...,2021-04-04 20:14:47+00:00,"((0, 64, 'GERMAN', 'de'),)",The chaos has been caused by our two half Bundesrats...
743,Liechtenstein schlagen wir mit der Dorffeuerwehr von Trübbach,2021-04-04 20:13:44+00:00,"((0, 62, 'GERMAN', 'de'),)",Liechtenstein we beat with the village fire brigade of Trübbach
744,Also das waren doch komplett andere Voraussetzungen ...,2021-04-04 20:10:51+00:00,"((0, 55, 'GERMAN', 'de'),)",So these were completely different prerequisites ...
745,"Ich bin selber Arbeitgeber, zahle korrekte Löhne und behandle meine Mitarbeiter selbstverständlich korrekt!",2021-04-04 19:49:38+00:00,"((0, 109, 'GERMAN', 'de'),)","I am an employer myself, pay correct wages and, of course, treat my employees correctly!"
746,Die  hat noch keinen einzigen Arbeitsplatz gerettet - aber durch ihre Politik schon zehntausende Arbeitsplätze verhindert oder gar vernichtet!,2021-04-04 19:34:18+00:00,"((0, 143, 'GERMAN', 'de'),)",It has not yet saved a single job - but through its policies it has already prevented or even destroyed tens of thousands of jobs!
747,Also zu meiner Zeit brachte man(n) die Unterwäsche noch selbst mit ...,2021-04-04 10:08:30+00:00,"((0, 71, 'GERMAN', 'de'),)","So in my day, they brought the underwear with them themselves..."
748,Riesenchaos und massive Mehrkosten bei den Beschaffungsprojekten der Armee - und Frau BR Amherd kümmert sich um Unterwäsche für die weiblichen Armeeangehörigen ... Führung sieht anders aus!,2021-04-04 09:47:40+00:00,"((0, 194, 'GERMAN', 'de'),)",Giant chaos and massive additional costs in the procurement projects of the army - and Mrs. BR Amherd takes care of underwear for the female army members ... Leadership looks different!
749,Immer über Abzocker und mangelnde Frauenquote schimpfen - sich dann aber gegenseitig die lukrativsten Pöstli zuschanzen: Typisch Sozialisten!,2021-04-04 08:42:20+00:00,"((0, 143, 'GERMAN', 'de'),)",Always scolding about abzockers and a lack of female quota - but then the most lucrative Pöstli jump to each other: Typical socialists!
750,Sie haben sich gerade eine saftige Strafanzeige eingehandelt ...,2021-04-03 18:15:02+00:00,"((0, 64, 'GERMAN', 'de'),)",You just got yourself a sue lawsuit...
751,"Bin nicht der Einzige, der massive Zweifel hat ...",2021-04-03 17:55:56+00:00,"((0, 50, 'GERMAN', 'de'),)",I'm not the only one who has massive doubts...
752,Und das sehen auch Andere so!,2021-04-03 17:54:16+00:00,"((0, 29, 'GERMAN', 'de'),)",And others see it that way!
753,"Ja, gerne - aber leider hat die FDP den bürgerlichen Kompass komplett verloren ...",2021-04-03 17:05:05+00:00,"((0, 83, 'GERMAN', 'de'),)","Yes, gladly - but unfortunately the FDP has completely lost the bourgeois compass ..."
754,Also KKS und Cassis sind definitiv nicht mehr bürgerlich!,2021-04-03 16:48:06+00:00,"((0, 58, 'GERMAN', 'de'),)",So PPS and Cassis are definitely no longer bourgeois!
755,Bürgerlich dominiert? Mit KKS und Cassis? Sie belieben zu scherzen!,2021-04-03 16:44:34+00:00,"((0, 68, 'GERMAN', 'de'),)",Civic dominated? With PPS and Cassis? You like to joke!
756,Woher nehmen Sie diese absolut irre Behauptung?,2021-04-03 16:39:58+00:00,"((0, 47, 'GERMAN', 'de'),)",Where do you get this absolutely crazy claim?
757,Wo wurde die Stelle ausgeschrieben?,2021-04-03 16:31:25+00:00,"((0, 35, 'GERMAN', 'de'),)",Where was the job advertised?
758,Dieser Mann wäre sicher würdiger und geeigneter als  für das Amt - denn er hat vom Job eine Ahnung und legt echten Einsatz an den Tag!,2021-04-03 14:58:39+00:00,"((0, 137, 'GERMAN', 'de'),)",This man would certainly be more worthy and more appropriate than for the office - because he has a clue about the job and shows real commitment!
759,"Also Betriebstechnik und Betriebswirtschaft und die Gründung von 2 äußerst erfolgreichen Firmen legitimieren mich schon ein wenig - jedenfalls mehr, als ein Gewerkschafter",2021-04-03 14:05:25+00:00,"((0, 174, 'GERMAN', 'de'),)","So, business technology and business administration and the creation of 2 extremely successful companies are legitimizing me a little bit - at least more than a trade unionist"
760,Levrat der Beste? Dann aber gute Nacht Schweiz!,2021-04-03 13:50:17+00:00,"((0, 47, 'GERMAN', 'de'),)",Levrat the best? Then good night Switzerland!
761,Aber ein VRP müsste doch zuvor jemals in seinem Leben einen anständigen Beruf ausgeübt haben?,2021-04-03 13:49:37+00:00,"((0, 96, 'GERMAN', 'de'),)",But a VRP should have ever done a decent job in his life before?
762,Dummschwätzer werden blockiert - schöne Ostern !,2021-04-01 13:16:48+00:00,"((0, 50, 'GERMAN', 'de'),)",Stupid chatters are blocked - beautiful Easter !
763,Man beachte seinen Lebenslauf - null unternehmerische Erfahrung!,2021-03-31 18:50:02+00:00,"((0, 64, 'GERMAN', 'de'),)",Note your CV - zero entrepreneurial experience!
764,Wir hätten Dutzende geeigneter Kandidatinnen und Kandidaten - aber Frau BR Sommaruga wählt nur Sozialisten ...,2021-03-31 17:54:35+00:00,"((0, 112, 'GERMAN', 'de'),)",We would have dozens of suitable candidates - but Mrs BR Sommaruga only elects socialists ...
765,Die Sozialistin wählt einen für diesen Job komplett ungeeigneten Sozialisten - was für eine Schuld ist da wohl beglichen worden? Sommaruga setzt Partei-Genossen ein: Christian Levrat wird neuer Post-Präsident,2021-03-31 14:56:21+00:00,"((0, 212, 'GERMAN', 'de'),)",The socialist chooses a socialist completely unsuitable for this job - what kind of debt has been paid? Sommaruga uses party comrades: Christian Levrat becomes new post-president
766,Fakten sind für Sie also „Hassgezeusle“ - weil Ihnen die Wahrheit nicht passt?,2021-03-31 07:58:13+00:00,"((0, 83, 'GERMAN', 'de'),)","So facts are for you ""Hassgezeusle"" - because you don\'t like the truth?"
767,"Echt jetzt ? Lesen ! Wie kommen Sie darauf, ich würde den Modellbauer angreifen ? Herr, lass es Hirn regnen ....",2021-03-30 16:19:22+00:00,"((0, 113, 'GERMAN', 'de'),)","Really now? Read! How do you think I would attack the modeler? Lord, let it rain brains ...."
768,"Nein, in der Schweiz !",2021-03-30 16:18:24+00:00,"((0, 22, 'GERMAN', 'de'),)","No, in Switzerland!"
769,Klimachaoten zünden Rauchpetarden gegen die Polizei - wahrlich echte Umweltschützer ...,2021-03-30 16:02:36+00:00,"((0, 89, 'GERMAN', 'de'),)",Climate chaos ignites smokepetards against the police - truly real environmentalists ...
770,"Und wenn man nicht lesen oder das Gelesene nicht erfassen kann, sollte man nicht kommentieren ...",2021-03-30 16:00:47+00:00,"((0, 97, 'GERMAN', 'de'),)","And if you can't read or record what you read, you shouldn't comment..."
771,"Wenn Journalisten keine Ahnung haben, entstehen solche Bildlegenden ... Meisterleistung des   ...",2021-03-30 04:23:29+00:00,"((0, 97, 'GERMAN', 'de'),)","If journalists have no idea, such image legends arise ... masterwork of ..."
772,Ein bisschen Geschichtsbewusstsein bräuchte es halt schon ... aber Sie können das ja nachholen ...,2021-03-25 15:12:09+00:00,"((0, 100, 'GERMAN', 'de'),)",A little bit of historical awareness would have to be ... but you can make up for it ...
773,"Es ging damals darum, dass wir die Handgranaten an ein Land lieferten, welches sich verpflichtet hatte, diese nicht weiterzuverkaufen! Und auf verschlungenen Pfaden tauchten diese angeblich oder tatsächlich in einem anderen Land auf ... dafür kann die Schweiz nun wirklich nichts!",2021-03-25 13:18:23+00:00,"((0, 282, 'GERMAN', 'de'),)",At that time it was a matter of delivering the hand grenades to a country that had committed not to sell them again! And on winding paths they appeared supposedly or actually in another country ... for that Switzerland really can't!
774,Witzig - aber völlig aus dem Zusammenhang gerissen!,2021-03-25 13:13:33+00:00,"((0, 52, 'GERMAN', 'de'),)",Funny - but completely out of context!
775,Auch „gefällt mir“ wird strafrechtlich verfolgt !,2021-03-25 11:05:54+00:00,"((0, 54, 'GERMAN', 'de'),)","""I also like being prosecuted!"
776,"Bitte beachten Sie nicht die schönen Worte und Bekundungen vor den Wahlen, sondern das reale Abstimmungsverhalten im Parlament!",2021-03-24 11:39:49+00:00,"((0, 128, 'GERMAN', 'de'),)","Please note not the fine words and statements before the elections, but the real voting behaviour in Parliament!"
777,Sanktionen gegen China? Wer stoppt diese Irrläufer? Wir sind ein neutrales Land! Mischet Euch nicht in fremde Händel!,2021-03-24 09:01:08+00:00,"((0, 119, 'GERMAN', 'de'),)",Sanctions against China? Who will stop these perverts? We are a neutral country! Do not mix yourself in strange hands!
778,Die Mitte ist Wischi-Waschi in Reinkultur ! Auch nach der Namensänderung ist sie einfach die katholische SP !,2021-03-24 07:41:05+00:00,"((0, 110, 'GERMAN', 'de'),)",The center is Wischi-Waschi in pure culture ! Even after the name change it is simply the Catholic SP !
779,"Man kann sich auch echt doof anstellen hier ... und Ihnen scheint das ausgesprochen leicht zu fallen ... ich wollte mich mit Ihnen geistig duellieren - aber ich sehe gerade, Sie sind gänzlich unbewaffnet ...",2021-03-22 22:17:07+00:00,"((0, 208, 'GERMAN', 'de'),)",You can also be really stupid here ... and it seems to you that this is very easy to fall ... I wanted to duel with you mentally - but I see you are completely unarmed ...
780,"Keine Angst, wir machen unsere Arbeit - werden aber von den sogenannt „Bürgerlichen“ im Stich gelassen!",2021-03-22 13:30:00+00:00,"((0, 108, 'GERMAN', 'de'),)","Don\'t worry, we do our work - but are abandoned by the so-called ""citizens""!"
781,"Eigentlich alle - ausser gewisse linke Feministinnen, welche den normalen Frauen einen Bärendienst erweisen ...",2021-03-22 11:11:46+00:00,"((0, 112, 'GERMAN', 'de'),)","Actually all - except certain left feminists, who do a disservice to normal women ..."
782,Leider stimmen die   meistens auch mit den Linken und Grünen - sie tragen einfach Kravatten statt Latzhosen,2021-03-22 10:33:13+00:00,"((0, 108, 'GERMAN', 'de'),)","Unfortunately, they usually also agree with the left and green - they simply wear cravats instead of bibs"
783,"Doch - aber es wird kompliziert - und die normalen Frauen wissen, dass auch sie gemeint sind!",2021-03-21 21:40:15+00:00,"((0, 93, 'GERMAN', 'de'),)",But - but it gets complicated - and the normal women know that they too are meant!
784,Rot und grün ergibt gemäss Farbenlehre braun ...,2021-03-21 16:38:02+00:00,"((0, 50, 'GERMAN', 'de'),)","According to colour theory, red and green results in brown ..."
785,Und die Rechtschreibung lernen wir später ...,2021-03-20 18:06:22+00:00,"((0, 46, 'GERMAN', 'de'),)",And we'll learn the spelling later...
786,"Also SRF beschäftigt nun nach dem bekennenden Linken   neu den GLP-ler  ... ok, ein bisschen vertrauenswürdiger ist er schon ... minarettinitiative unvergessen",2021-03-20 16:20:56+00:00,"((0, 161, 'GERMAN', 'de'),)","So SRF now employs the GLP-ler after the professing left ... ok, he is a bit more trustworthy already ... minarettinitiative unforgotten"
787,"Oh, entschuldigen Sie bitte - es stammt aus der diesbezüglich wohl unverdächtigen NZZ!",2021-03-20 16:11:24+00:00,"((0, 88, 'GERMAN', 'de'),)","Oh, excuse me - it comes from the unsuspecting NZZ!"
788,"Trauen Sie keiner Umfrage, die Sie nicht selbst gefälscht haben ...",2021-03-20 16:01:44+00:00,"((0, 68, 'GERMAN', 'de'),)",Don't trust a poll that you haven't forged yourself...
789,Der Bundesrag ist auf dem Papier bürgerlich - leider spielen die 2 FDP-ler im falschen Lager!,2021-03-20 14:08:37+00:00,"((0, 94, 'GERMAN', 'de'),)",The Bundesrag is bourgeois on paper - unfortunately the 2 FDP-lers play in the wrong camp!
790,Öffnen ist besser als Staatssozialismus,2021-03-20 13:42:54+00:00,"((0, 40, 'GERMAN', 'de'),)",Opening is better than state socialism
791,Die SP-Brandstifter kamen mit einem Kaffeelöffel voller Wasser,2021-03-20 13:32:43+00:00,"((0, 63, 'GERMAN', 'de'),)",The SP pencils came with a coffee spoon full of water
792,"Das wäre ein unzulässiger Eingriff in die Eigentumsrechte gewesen. Wir haben uns immer für eine Öffnung eingesetzt - dies ist um Längen besser, günstiger und fairer als staatliche Eingriffe!",2021-03-20 13:15:56+00:00,"((0, 196, 'GERMAN', 'de'),)","This would have been an unacceptable interference with property rights. We have always been committed to opening up - this is better, cheaper and fairer than state intervention by lengths!"
793,"Das Einzige, was sie vom Geld verstehen ...",2021-03-20 09:55:22+00:00,"((0, 43, 'GERMAN', 'de'),)",The only thing they understand about money...
794,Sie haben 2x Hikfskredite geschrieben! 🤣,2021-03-20 09:53:56+00:00,"((0, 43, 'GERMAN', 'de'),)",You have written 2x Hikfscredite!
795,Was sind denn das für Kredite?,2021-03-20 09:37:51+00:00,"((0, 31, 'GERMAN', 'de'),)",What kind of loans are these?
796,Angst war schon immer ein schlechter Ratgeber ...,2021-03-20 07:46:49+00:00,"((0, 49, 'GERMAN', 'de'),)",Fear has always been a bad counselor ...
797,Für welche „Bonzen“ haben wir konkret was genau getan?,2021-03-19 19:04:07+00:00,"((0, 59, 'GERMAN', 'de'),)","For what ""Bonzen"" did we specifically do what exactly?"
798,"Die  unterstützen alles, was von links kommt - es sind im Grunde grün lackierte Sozialisten!",2021-03-19 18:47:52+00:00,"((0, 94, 'GERMAN', 'de'),)",They support everything that comes from the left - they are basically green painted socialists!
799,"Die  unterstützen alles, was von links kommt - es sind im Grunde grün lackierte Sozialisten!",2021-03-19 18:45:33+00:00,"((0, 94, 'GERMAN', 'de'),)",They support everything that comes from the left - they are basically green painted socialists!
800,"Tja, liebe Beizer, Fitnesscenterbetreiber und weitere Geschädigte: Die SVP wollte Euch helfen!  Wir wurden aber von den anderen „Bürgerlichen“ jämmerlich im Stich gelassen! Vielleicht erinnert Ihr Euch bei den nächsten Wahlen daran, wer Eure Existenz zerstört ...",2021-03-19 16:07:24+00:00,"((0, 272, 'GERMAN', 'de'),)","Well, dear beizers, fitness centre operators and other victims: the SVP wanted to help you! But we were left miserable by the other ""citizens""! Perhaps you will remember in the next elections who will destroy your existence ..."
801,"Schon bemerkt? Wir SVP-ler stehen offen und unverhüllt (!) hin und vertreten unsere Meinung - die meisten der linken Kommentarschreiber hier sind hingegen erbärmliche Feiglinge, welche sich hinter anonymen Profilen verstecken!",2021-03-18 17:36:01+00:00,"((0, 228, 'GERMAN', 'de'),)","Already noticed? We SVP-ler are open and unhindered (!) and represent our opinion - most of the left commentaries here, on the other hand, are pathetic cowards who hide behind anonymous profiles!"
802,Treten Sie mit offenem Visier an !,2021-03-18 17:27:48+00:00,"((0, 34, 'GERMAN', 'de'),)",Come on with an open visor!
803,"Schon bemerkt? Wir SVP-ler stehen offen und unverhüllt (!) hin und vertreten unsere Meinung - die meisten der linken Kommentarschreiber hier sind hingegen erbärmliche Feiglinge, welche sich hinter anonymen Profilen verstecken!",2021-03-18 17:26:53+00:00,"((0, 228, 'GERMAN', 'de'),)","Already noticed? We SVP-ler are open and unhindered (!) and represent our opinion - most of the left commentaries here, on the other hand, are pathetic cowards who hide behind anonymous profiles!"
804,"Schon bemerkt? Wir SVP-ler stehen offen und unverhüllt (!) hin und vertreten unsere Meinung - die meisten der linken Kommentarschreiber hier sind hingegen erbärmliche Feiglinge, welche sich hinter anonymen Profilen verstecken!",2021-03-18 17:09:11+00:00,"((0, 228, 'GERMAN', 'de'),)","Already noticed? We SVP-ler are open and unhindered (!) and represent our opinion - most of the left commentaries here, on the other hand, are pathetic cowards who hide behind anonymous profiles!"
805,"Schon bemerkt? Wir SVP-ler stehen offen und unverhüllt (!) hin und vertreten unsere Meinung - die meisten der linken Kommentarschreiber hier sind hingegen erbärmliche Feiglinge, welche sich hinter anonymen Profilen verstecken!",2021-03-18 17:08:52+00:00,"((0, 228, 'GERMAN', 'de'),)","Already noticed? We SVP-ler are open and unhindered (!) and represent our opinion - most of the left commentaries here, on the other hand, are pathetic cowards who hide behind anonymous profiles!"
